"","weekday_sun","temp","dewp","NUM_COLLISIONS"
"675",7,36.8,15.4,0.819672131147541
"676",2,37.1,19.7,0.368852459016393
"677",1,52.6,41.5,0.131147540983607
"678",3,54.8,52.5,0.942622950819672
"679",4,56.7,53.5,0.60655737704918
"680",5,48,41.1,0.997267759562842
"681",6,41.8,36.7,0.00273224043715847
"682",7,37,30.9,0.183060109289617
"683",2,30.9,16.8,0.046448087431694
"684",1,46.1,38.6,0
"685",3,53.2,49,0.729508196721312
"686",4,42.5,32.4,0.639344262295082
"687",5,51.2,48.4,0.524590163934426
"688",6,43.1,28,0.62568306010929
"689",7,39.3,27.7,0.808743169398907
"690",2,48.9,45.2,0.685792349726776
"691",1,41.9,34,0.316939890710383
"692",3,35.4,24.7,0.551912568306011
"693",4,48.7,45.1,0.73224043715847
"694",5,47.9,44.8,0.743169398907104
"695",6,40.8,33.7,0.797814207650273
"696",7,37,27.8,0.846994535519126
"697",2,36.9,27.7,0.592896174863388
"698",1,39,30.1,0.169398907103825
"699",3,37.8,31.6,0.937158469945355
"700",4,44,37,0.73224043715847
"701",5,48.6,45.7,0.486338797814208
"702",6,42.4,32.2,0.666666666666667
"703",7,37.3,26.2,0.751366120218579
"704",2,38.2,30.8,0.349726775956284
"705",1,41.4,34,0.087431693989071
"706",3,42.9,37.4,0.516393442622951
"707",4,47.4,44.2,0.969945355191257
"708",5,50.7,49.2,0.387978142076503
"709",7,44.8,33.5,0.188524590163934
"710",2,43.7,36.4,0.0792349726775956
"711",3,41.2,27.8,0.092896174863388
"712",4,32.1,15.4,0.251366120218579
"713",5,26.9,8.3,0.229508196721311
"714",7,40.4,21.5,0.10752688172043
"715",2,34.5,19.8,0.145161290322581
"716",3,44,32.1,0.258064516129032
"717",5,22.6,10.2,0.365591397849462
"718",6,13.1,-2.4,0.459677419354839
"719",7,35.2,22.5,0.938172043010753
"720",2,26.9,10,0.212365591397849
"721",3,40.9,35.6,0.478494623655914
"722",4,32.6,25.6,0.567204301075269
"723",5,32.1,24,0.279569892473118
"724",6,35.8,33.6,0.39247311827957
"725",7,34.5,23.4,0.432795698924731
"726",2,20.2,1.9,0.25
"727",3,41.7,36,0.252688172043011
"728",4,35.7,23.4,0.263440860215054
"729",5,32.3,17.7,0.25
"730",6,35.5,30.5,0.28494623655914
"731",7,31.6,20.4,0.526881720430108
"732",2,38.5,34.8,0.0698924731182796
"733",1,36.5,26.7,0.010752688172043
"734",3,31.2,20.9,0.220430107526882
"735",5,21.6,14.7,0.150537634408602
"736",6,29.2,20.9,0.314516129032258
"737",7,35.1,31.1,0.591397849462366
"738",2,24.5,12.9,0.333333333333333
"739",3,33.1,27.4,0.747311827956989
"740",4,21,11.7,0.908602150537634
"741",5,28.1,18.4,0.491935483870968
"742",6,34.1,28.9,0.448924731182796
"743",7,16.8,5,0.672043010752688
"744",2,27.4,16,0.126344086021505
"745",3,37.1,34.3,0.389784946236559
"746",4,36.4,32.9,0.454301075268817
"747",5,32.6,23.3,0.559139784946237
"748",6,31,23.6,0.333333333333333
"749",7,21.8,11,0.954301075268817
"750",2,20.6,8.9,0.0913978494623656
"751",1,25.7,21,0.139784946236559
"752",3,10.7,-4.6,0
"753",4,21.7,11.8,0.586021505376344
"754",5,30.6,24.5,0.602150537634409
"755",6,27,19.7,0.303763440860215
"756",7,14.1,-0.8,0.588709677419355
"757",2,21.9,10.6,0.309139784946237
"758",1,36,34,0.314516129032258
"759",3,29.4,19.6,0.462365591397849
"760",4,14.3,0.2,0.478494623655914
"761",5,29.9,21.8,0.60752688172043
"762",6,28,19.6,0.368279569892473
"763",7,24.2,12.2,0.809139784946237
"764",2,22.2,9.9,0.365591397849462
"765",1,23.1,14.2,0.782258064516129
"766",3,33.4,27.2,0.666666666666667
"767",4,27,10.3,0.615591397849462
"768",5,36.1,33.8,0.462365591397849
"769",2,25,15.9,0.473118279569892
"770",1,33.8,28,0.166666666666667
"771",3,35.6,26.1,0.696236559139785
"772",4,36.5,30.3,0.489247311827957
"773",5,42.1,38.5,0.438172043010753
"774",6,38.1,21.9,0.494623655913978
"775",7,31.1,11.6,0.556451612903226
"776",2,38.7,33.3,0.282258064516129
"777",1,38.5,33.8,0.153225806451613
"778",3,32.9,18.5,0.341397849462366
"779",4,38.6,34.1,0.338709677419355
"780",5,31,3.9,0.389784946236559
"781",6,27.6,-1.5,0.483870967741935
"782",7,30.3,13.2,0.451612903225806
"783",2,34.2,31,0.282258064516129
"784",1,35.1,18.8,0.0806451612903226
"785",3,27.2,1.4,0.494623655913978
"786",4,31.4,16.3,0.53494623655914
"787",5,33.6,24.1,0.365591397849462
"788",6,42.6,39.7,0.330645161290323
"789",7,42.4,40,0.349462365591398
"790",2,37.4,34.5,0.153225806451613
"791",1,34.9,23.9,0.276881720430108
"792",3,36.8,28.3,0.413978494623656
"793",4,39.4,31.2,0.60752688172043
"794",5,37.9,24.8,0.661290322580645
"795",6,37.1,27.6,0.674731182795699
"796",7,45,41.6,0.239247311827957
"797",2,47.3,39.1,0.282258064516129
"798",1,41.6,27.3,0.0537634408602151
"799",3,43.2,36.1,0.290322580645161
"800",4,44.2,40.5,0.134408602150538
"801",5,41.2,34.2,0.147849462365591
"802",6,39.4,35.5,0.134408602150538
"803",7,43.9,41.7,0.225806451612903
"804",2,47.8,40.7,0.467741935483871
"805",1,45,31.4,0.110215053763441
"806",3,45,38.2,0.408602150537634
"807",4,49.8,46.3,0.376344086021505
"808",5,50.6,35.8,0.518817204301075
"809",6,46.4,28.5,0.424731182795699
"810",7,47.5,43.2,0.744623655913978
"811",2,51.9,45.2,0.545698924731183
"812",1,46.3,37.4,0.185483870967742
"813",3,45.2,40.7,0.612903225806452
"814",4,51.5,48.6,0.653225806451613
"815",5,49.8,39.7,0.446236559139785
"816",6,46.9,37.6,0.564516129032258
"817",7,44,27.7,0.736559139784946
"818",2,43.7,27.5,0.510752688172043
"819",1,46.1,34,0.201612903225806
"820",3,49,37.9,0.419354838709677
"821",4,46,35.9,0.567204301075269
"822",5,49.3,38.5,0.744623655913978
"823",6,48.1,38.3,0.639784946236559
"824",7,43.8,37.2,0.645161290322581
"825",2,44.4,36.7,0.370967741935484
"826",1,44.5,38,0.411290322580645
"827",3,52.2,47.2,0.64247311827957
"828",4,57.1,48.6,0.634408602150538
"829",5,55.3,42.1,0.446236559139785
"830",6,55.9,42.3,0.758064516129032
"831",7,52.4,47.8,0.825268817204301
"832",2,54.3,50.9,0.424731182795699
"833",1,57,54.8,0.395161290322581
"834",3,57.9,55.9,0.653225806451613
"835",4,58.3,56.2,0.758064516129032
"836",5,59.5,47.2,0.68010752688172
"837",6,54,39.9,0.67741935483871
"838",7,54.4,46.4,0.862903225806452
"839",2,55.5,50.3,0.666666666666667
"840",1,63.1,56.2,0.379032258064516
"841",3,53.9,48.8,0.440860215053763
"842",4,51.4,49.9,0.548387096774194
"843",5,58.8,50.1,0.709677419354839
"844",6,54.8,41.1,0.57258064516129
"845",7,53.8,48,0.873655913978495
"846",2,54.8,33.2,0.387096774193548
"847",1,56.5,48.2,0.0806451612903226
"848",3,58.9,52.6,0.0483870967741935
"849",4,61.1,56.2,0.763440860215054
"850",5,62.4,57.8,0.793010752688172
"851",6,62.4,57.6,0.752688172043011
"852",2,63.3,59.9,0.591397849462366
"853",1,64.7,60.9,0.411290322580645
"854",3,55.9,52.8,0.776881720430108
"855",4,53.4,50.1,0.645161290322581
"856",5,53,44.9,0.688172043010753
"857",6,52.2,42.8,0.403225806451613
"858",7,53.1,46.6,0.779569892473118
"859",2,58,52.5,0.526881720430108
"860",1,59.5,45.8,0.422043010752688
"861",3,59.6,51.8,0.623655913978495
"862",4,64,59.9,0.672043010752688
"863",5,65.2,58.5,0.712365591397849
"864",6,64.6,59.7,0.709677419354839
"865",7,67,60.2,0.131720430107527
"866",1,66.9,53.5,0.473118279569892
"867",3,57.8,51.4,0.279569892473118
"868",4,64.2,61.9,0.513440860215054
"869",5,64.8,53.9,0.817204301075269
"870",6,59.1,47.7,0.57258064516129
"871",7,65.6,58,0.887096774193548
"872",2,62,56,0.276881720430108
"873",1,64.9,61.5,0.586021505376344
"874",3,67.1,62.7,1
"875",4,65.5,61.1,0.809139784946237
"876",6,68.7,57.9,0.720430107526882
"877",7,66,60.5,1
"878",2,61.5,55.4,0.518817204301075
"879",1,64.4,61.6,0.35752688172043
"880",3,64.3,59.4,0.698924731182796
"881",4,67.1,61.8,0.591397849462366
"882",5,65.5,62.2,0.755376344086022
"883",6,68.7,62.5,0.540322580645161
"884",7,68.3,58.3,0.395161290322581
"885",1,65.8,59.5,0.174731182795699
"886",3,69.2,64.4,0.526881720430108
"887",4,68.1,64.3,0.655913978494624
"888",5,70.6,67.8,0.586021505376344
"889",6,69.1,61.2,0.443548387096774
"890",7,65.2,60.1,0.825268817204301
"891",2,71.8,62.1,0.524193548387097
"892",1,71.5,64.6,0.31989247311828
"893",3,70.9,64.9,0.71505376344086
"894",4,67.4,63,0.685483870967742
"895",5,72.3,68.8,0.561827956989247
"896",6,67.3,57.3,0.763440860215054
"897",7,64.9,57.6,0.690860215053763
"898",2,67.8,60.5,0.42741935483871
"899",1,71.4,67.9,0.384408602150538
"900",3,73.4,69.9,0.873655913978495
"901",4,72.6,69.7,0.548387096774194
"902",5,73.7,65,0.580645161290323
"903",6,71.9,60.8,0.594086021505376
"904",7,71.7,60.3,0.236559139784946
"905",2,68.5,60.2,0.131720430107527
"906",1,65.8,61.6,0.400537634408602
"907",3,71.1,66.5,0.602150537634409
"908",4,72.4,68.7,0.647849462365591
"909",5,76,69.9,0.610215053763441
"910",6,74.2,70.7,0.846774193548387
"911",7,76.7,68.5,0.943548387096774
"912",2,73.4,68.5,0.71505376344086
"913",1,75.9,64.8,0.397849462365591
"914",3,74,68.2,0.814516129032258
"915",4,75,71.7,0.709677419354839
"916",5,74.5,68.8,0.583333333333333
"917",6,73.5,59.6,0.612903225806452
"918",7,71.2,61.9,0.870967741935484
"919",2,69.7,61.1,0.384408602150538
"920",1,67,62.1,0.233870967741935
"921",3,66.9,60.8,0.561827956989247
"922",4,67.9,64.4,0.53494623655914
"923",5,71.9,67.4,0.647849462365591
"924",6,71.1,65.8,0.838709677419355
"925",7,70.4,63.5,0.879032258064516
"926",2,71.8,67,0.483870967741935
"927",1,74.3,68.8,0.403225806451613
"928",3,74.1,70.4,0.510752688172043
"929",4,74.5,71,0.594086021505376
"930",5,73.9,70.1,0.516129032258065
"931",6,73.4,69.4,0.532258064516129
"932",7,73.6,70.2,0.943548387096774
"933",2,73.9,71.1,0.481182795698925
"934",1,73.4,69.9,0.241935483870968
"935",3,71.7,69.2,0.46505376344086
"936",4,72.8,68.7,0.518817204301075
"937",5,73.8,68.1,0.548387096774194
"938",6,72.3,60.6,0.56989247311828
"939",7,71.4,59.5,0.556451612903226
"940",2,70.3,62.5,0.368279569892473
"941",1,72.6,66.8,0.432795698924731
"942",3,74.8,69.6,0.56989247311828
"943",4,74.6,64.7,0.602150537634409
"944",5,66,62.6,0.67741935483871
"945",6,74.5,70,0.706989247311828
"946",7,70.6,65.2,0.647849462365591
"947",2,66.8,55.9,0.373655913978495
"948",1,66.6,55.9,0.274193548387097
"949",3,73,66.9,0.223118279569892
"950",5,75.8,71,0.908602150537634
"951",6,73.8,71.2,0.844086021505376
"952",7,68.6,65.6,0.975806451612903
"953",2,67.7,59.2,0.408602150537634
"954",1,68.2,65,0.204301075268817
"955",3,67.6,57.8,0.475806451612903
"956",4,70.8,58.4,0.475806451612903
"957",5,72.8,61.9,0.93010752688172
"958",6,69.3,65.6,0.919354838709677
"959",7,70.1,66.5,0.962365591397849
"960",2,70.4,66.2,0.68010752688172
"961",1,70.7,65.3,0.413978494623656
"962",3,63.9,52.9,0.596774193548387
"963",4,63.5,55.8,0.454301075268817
"964",5,62.4,55.2,0.266129032258065
"965",6,61.5,54.2,0.583333333333333
"966",7,61.2,50.2,0.491935483870968
"967",2,59.4,47.2,0.416666666666667
"968",1,59.4,50.9,0.244623655913978
"969",3,66.8,62,0.494623655913978
"970",4,69.3,65.6,0.416666666666667
"971",5,70.5,68.3,0.623655913978495
"972",6,59.7,55.3,0.755376344086022
"973",2,55.5,50.4,0.413978494623656
"974",1,56.2,46.7,0.360215053763441
"975",3,58.6,52.1,0.524193548387097
"976",4,59.4,51.7,0.615591397849462
"977",5,57,50.5,0.71505376344086
"978",6,59.8,51.9,0.709677419354839
"979",7,58.9,52.7,0.973118279569892
"980",2,59.2,49.2,0.663978494623656
"981",1,56,46.7,0.422043010752688
"982",3,60.2,55.1,0.276881720430108
"983",4,64.4,61.2,0.865591397849462
"984",5,63.8,57.7,0.688172043010753
"985",6,57.1,42,0.755376344086022
"986",7,60.1,47.3,0.736559139784946
"987",2,52.7,39.6,0.438172043010753
"988",1,46.1,28,0.400537634408602
"989",3,42.8,24.8,0.712365591397849
"990",4,58.2,45.6,0.838709677419355
"991",5,62.7,52.4,0.854838709677419
"992",6,60.5,55.7,0.709677419354839
"993",7,56.2,43,0.913978494623656
"994",2,51.5,38.3,0.314516129032258
"995",1,57,51.7,0.32258064516129
"996",3,52.3,39.8,0.795698924731183
"997",4,46.7,36.2,0.615591397849462
"998",5,53.8,46.9,0.771505376344086
"999",6,63.2,60.9,0.981182795698925
"1000",7,57.4,41.6,0.768817204301075
"1001",3,58.3,49.4,0.567204301075269
"1002",4,54.4,50.7,0.68010752688172
"1003",5,57,49.3,0.725806451612903
"1004",6,58.9,55.9,0.774193548387097
"1005",7,62.3,60.4,0.575268817204301
"1006",2,61.4,54.7,0.263440860215054
"1007",1,53.2,35.5,0.188172043010753
"1008",3,51.4,37.7,0.57258064516129
"1009",4,55.8,50.8,0.954301075268817
"1010",5,56.1,53.7,0.344086021505376
"1011",6,52.5,49,0.631720430107527
"1012",7,58.3,47.5,0.739247311827957
"1013",2,49,29,0.567204301075269
"1014",1,47.6,32.3,0.263440860215054
"1015",3,54,41.2,0.580645161290323
"1016",4,45.3,31.2,0.758064516129032
"1017",5,42.9,33.8,0.60752688172043
"1018",2,48.8,34.7,0.524193548387097
"1019",1,50.1,45.5,0.0779569892473118
"1020",3,45.2,35.2,0.811827956989247
"1021",4,37.5,17,0.889784946236559
"1022",5,39.6,26.8,0.846774193548387
"1023",7,52.6,48.4,0.209677419354839
"1024",2,54.5,50.4,0.28494623655914
"1025",1,46.1,38.8,0.137096774193548
"1026",3,40.5,26.7,0.561827956989247
"1027",4,40.1,32.7,0.924731182795699
"1028",5,53.6,51.9,0.68010752688172
"1029",6,53.5,47.1,0.594086021505376
"1030",7,45.6,32,0.747311827956989
"1031",2,45.6,34,0.610215053763441
"1032",1,45.4,40.9,0.223118279569892
"1033",3,50.8,45.5,0.71505376344086
"1034",4,47.4,42.3,0.580645161290323
"1035",5,43.7,32.9,0.46505376344086
"1036",6,51.1,46.4,0.71505376344086
"1037",7,52.2,50,0.78494623655914
"1038",2,55,46.1,0.473118279569892
"1039",1,53.6,46.9,0.395161290322581
"1040",3,52.6,48.2,0.631720430107527
"1041",4,58,51.5,0.948924731182796
"1042",5,46.5,35.5,0.728494623655914
"1043",6,48.9,43.7,0.922043010752688
"1044",7,54.2,52.4,0.981182795698925
"1045",2,42.1,24.9,0.596774193548387
"1046",1,38.5,19.5,0.263440860215054
"1047",3,49.5,40.8,0.564516129032258
"1048",4,54.8,52.1,0.798387096774194
"1049",6,57.7,55.8,0.540322580645161
"1050",1,52.9,49,0.311827956989247
"1051",3,40.9,30,0.236559139784946
"1052",4,42.8,35.9,0.352150537634409
"1053",5,44.8,40.6,0.266129032258065
"1054",6,46.5,41.8,0.336021505376344
"1055",7,41.2,28,0.0112866817155756
"1056",2,37.7,22.9,0.0767494356659142
"1057",1,44.4,29.4,0.0993227990970655
"1058",3,38.2,27.4,0.480812641083521
"1059",4,27.7,18.1,0.568848758465011
"1060",5,33.5,19.3,0.534988713318284
"1061",6,40.5,29.9,0.347629796839729
"1062",7,41.3,33.1,0.483069977426637
"1063",2,45.9,38.6,0.374717832957111
"1064",1,51.3,49,0.167042889390519
"1065",3,43.2,30.5,0.659142212189616
"1066",4,33,19.1,0.562076749435666
"1067",5,32.9,18.2,0.489841986455982
"1068",6,28.9,14.7,0.471783295711061
"1069",7,36.5,25.6,0.753950338600451
"1070",2,45.7,42.5,0.395033860045147
"1071",1,40.2,32.3,0.142212189616253
"1072",3,34.4,24.9,0.209932279909707
"1073",4,25.5,4.8,0.618510158013544
"1074",5,29.4,11.2,0.530474040632054
"1075",6,30.9,10.8,0.627539503386005
"1076",7,28,11.8,0.708803611738149
"1077",2,34.6,25.4,0.0316027088036117
"1078",1,34.5,27.9,0.291196388261851
"1079",3,33.5,21.2,0.609480812641084
"1080",4,42.2,36.4,0.781038374717833
"1081",5,43,36.7,0.636568848758465
"1082",6,35,24.4,0.661399548532731
"1083",7,41.3,36.8,0.580135440180587
"1084",2,37.8,27.3,0.469525959367946
"1085",1,45,39,0.325056433408578
"1086",3,47.6,43.1,0.740406320541761
"1087",4,43.2,32.2,0.729119638826185
"1088",5,42.6,37.8,0.431151241534989
"1089",6,51.6,49.4,0.498871331828442
"1090",7,40.8,38.4,0.494356659142212
"1091",2,32.3,23.3,0.372460496613995
"1092",1,38.7,30.1,0.0790067720090293
"1093",3,36.4,31.4,0.255079006772009
"1094",4,33.1,27.8,0.413092550790068
"1095",5,33.5,28,0.336343115124153
"1096",6,31.5,21.3,0.528216704288939
"1097",7,19.3,4.2,0.54176072234763
"1098",2,23.5,11.8,0.207674943566591
"1099",4,44.5,41.7,0.512415349887133
"1100",5,41.5,35.8,0.309255079006772
"1101",6,36,23.1,0.460496613995485
"1102",7,34.7,21.7,0.325056433408578
"1103",2,42.8,36.4,0.376975169300226
"1104",1,46.8,38.5,0.209932279909707
"1105",3,41.8,31.7,0.512415349887133
"1106",4,36.5,26.3,0.530474040632054
"1107",5,46.9,43.7,0.613995485327314
"1108",6,51,47.1,0.620767494356659
"1109",7,40.2,23.9,0.198645598194131
"1110",2,30.7,11.4,0
"1111",1,42.8,31.7,0.27313769751693
"1112",3,47.8,40.9,0.514672686230248
"1113",4,43.2,29,0.618510158013544
"1114",5,45.7,38.8,0.598194130925508
"1115",6,29.9,11.8,0.534988713318284
"1116",7,33.9,26.2,0.670428893905192
"1117",2,34.8,22.6,0.480812641083521
"1118",1,33.2,18.7,0.252821670428894
"1119",3,36.8,26.1,0.413092550790068
"1120",4,44.4,36.5,0.55079006772009
"1121",5,46.4,41.8,0.613995485327314
"1122",6,49.6,43.8,0.544018058690745
"1123",7,46.8,42.9,0.641083521444695
"1124",2,41.2,35.4,0.534988713318284
"1125",1,50.1,35.2,0.106094808126411
"1126",3,43.8,33.8,0.568848758465011
"1127",4,48.3,45.7,0.496613995485327
"1128",5,45.2,41.9,0.544018058690745
"1129",6,45.4,42.5,0.505643340857788
"1130",7,47,37,0.577878103837472
"1131",2,40,21.4,0.343115124153499
"1132",1,37.2,22.6,0.205417607223476
"1133",3,37.4,32,0.516930022573363
"1134",4,40.8,23.9,0.54176072234763
"1135",5,48.6,40.2,0.525959367945824
"1136",6,45.1,38.1,0.557562076749436
"1137",7,50.8,48.5,0.35665914221219
"1138",2,44.8,37.6,0.320541760722348
"1139",1,40,32.8,0.160270880361174
"1140",3,45.1,41.4,0.609480812641084
"1141",4,48.6,34.9,0.665914221218962
"1142",5,43.4,24.8,0.591422121896163
"1143",6,51,44.6,0.595936794582393
"1144",7,54.8,52.5,0.708803611738149
"1145",2,50.4,47.7,0.471783295711061
"1146",1,41.7,32.9,0.444695259593679
"1147",3,36.5,22.1,0.665914221218962
"1148",4,35.1,23.5,0.641083521444695
"1149",5,37,15.3,0.54176072234763
"1150",6,50.9,44.8,0.54627539503386
"1151",7,49.7,43.2,0.695259593679458
"1152",2,41.8,25.1,0.381489841986456
"1153",1,40.6,23.9,0.250564334085779
"1154",3,47.8,38.9,0.532731376975169
"1155",4,52.5,48.6,0.564334085778781
"1156",5,46.7,34.2,0.704288939051919
"1157",6,44,32.4,0.645598194130926
"1158",7,46.4,28.4,0.778781038374718
"1159",2,44.3,33.2,0.654627539503386
"1160",1,45.8,36.5,0.406320541760722
"1161",3,49.5,35.9,0.674943566591422
"1162",4,46.9,40,0.776523702031603
"1163",5,47.3,33.8,0.697516930022573
"1164",6,49.6,39,0.690744920993228
"1165",7,55.4,48.4,0.796839729119639
"1166",2,53.4,49.8,0.589164785553047
"1167",1,49.1,31.2,0.135440180586907
"1168",3,48.4,36.3,0.225733634311512
"1169",4,46.8,42.8,0.205417607223476
"1170",5,45,36.9,0.275395033860045
"1171",6,47.7,34.1,0.227990970654628
"1172",7,46.1,33.9,0.291196388261851
"1173",2,47.3,33.1,0.435665914221219
"1174",1,45.2,36.3,0.216704288939052
"1175",3,51.3,48,0.45372460496614
"1176",4,48.2,45,0.729119638826185
"1177",5,47.3,43.5,0.598194130925508
"1178",6,45.5,43.9,0.5372460496614
"1179",7,48.5,43.5,0.767494356659142
"1180",2,52.5,48.8,0.413092550790068
"1181",1,48.5,46.1,0.45823927765237
"1182",3,54,40.6,0.582392776523702
"1183",4,51.9,38.2,0.496613995485327
"1184",5,55.6,42.2,0.702031602708804
"1185",6,55.2,45.5,0.803611738148984
"1186",7,55.5,51.7,0.853273137697517
"1187",2,59.4,54,0.45372460496614
"1188",1,55.7,46.4,0.275395033860045
"1189",3,50.8,31.4,0.799097065462754
"1190",4,55,44.5,0.532731376975169
"1191",5,55.5,45.2,0.650112866817156
"1192",6,53.9,44.5,0.690744920993228
"1193",7,56.4,47.9,0.889390519187359
"1194",2,55.7,48.8,0.406320541760722
"1195",1,56.3,52.2,0.413092550790068
"1196",3,59.4,50.3,0.595936794582393
"1197",4,54.6,52,0.693002257336343
"1198",5,57.9,53.4,0.778781038374718
"1199",6,65.7,53.9,0.799097065462754
"1200",7,60,55.8,0.855530474040632
"1201",2,62.5,57.3,0.539503386004515
"1202",1,64.6,58.2,0.401805869074492
"1203",3,62.4,60.5,0.187358916478555
"1204",4,62.8,60.6,0.839729119638826
"1205",5,64,56.4,0.866817155756208
"1206",6,55.7,53.5,0.665914221218962
"1207",7,58.4,55.9,0.72686230248307
"1208",2,60.2,58,0.557562076749436
"1209",1,58.4,56.9,0.17607223476298
"1210",3,62.9,61.1,0.835214446952596
"1211",4,61.2,59.8,0.724604966139955
"1212",5,61.7,55.2,0.846501128668172
"1213",6,59.9,46.7,0.672686230248307
"1214",7,59.2,45.1,0.970654627539503
"1215",2,58.1,53.3,0.442437923250564
"1216",1,66,56,0.44920993227991
"1217",3,61.5,47.2,0.582392776523702
"1218",4,62.2,50,0.742663656884876
"1219",5,63.7,55,0.792325056433409
"1220",6,65.2,56.3,0.679458239277652
"1221",7,63,51.5,0.812641083521445
"1222",2,62.6,53.5,0.704288939051919
"1223",1,59.9,51.5,0.386004514672686
"1224",3,61.4,55.9,0.805869074492099
"1225",4,63.6,59.9,0.661399548532731
"1226",5,65.6,60.2,0.81941309255079
"1227",6,63,59.4,0.575620767494357
"1228",7,65.3,56.6,0.954853273137698
"1229",2,62.1,52.1,0.677200902934537
"1230",1,60.8,49.4,0.437923250564334
"1231",3,64.3,58.3,0.744920993227991
"1232",4,66.1,64,0.647855530474041
"1233",5,67.2,64.8,0.674943566591422
"1234",6,68.9,63.6,0.841986455981941
"1235",7,66.9,63.6,0.821670428893905
"1236",2,69.4,62.8,0.410835214446953
"1237",1,67.2,58,0.135440180586907
"1238",3,68.4,62.6,0.225733634311512
"1239",4,67.1,65.3,0.620767494356659
"1240",5,71.8,65.3,0.659142212189616
"1241",6,68.7,66.7,0.485327313769752
"1242",7,65.7,64.2,0.505643340857788
"1243",2,61.7,58.6,0.248306997742664
"1244",1,63,60.1,0.270880361173815
"1245",3,63.1,58.4,0.519187358916479
"1246",4,66.7,61.2,0.618510158013544
"1247",5,67.2,63.3,0.494356659142212
"1248",6,69.1,65.9,0.796839729119639
"1249",7,70.7,67.9,0.925507900677201
"1250",2,73.5,67.3,0.530474040632054
"1251",1,70.6,68.7,0.419864559819413
"1252",3,71.1,69,0.760722347629797
"1253",4,73.8,65.7,0.702031602708804
"1254",5,68.3,55.6,0.699774266365689
"1255",6,70.4,63.4,0.774266365688488
"1256",7,72.4,68.4,0.860045146726862
"1257",2,74.3,68.6,0.591422121896163
"1258",1,73.2,63.2,0.401805869074492
"1259",3,71.5,68.8,0.699774266365689
"1260",4,75.3,69.3,0.677200902934537
"1261",5,75.4,66.3,0.681715575620767
"1262",6,72.2,69,0.724604966139955
"1263",7,70.8,68.3,0.871331828442438
"1264",2,70.8,66.9,0.476297968397291
"1265",1,67.5,64.8,0.318284424379232
"1266",3,68.2,62.4,0.408577878103837
"1267",4,66.9,61.9,0.483069977426637
"1268",5,67.4,60,0.674943566591422
"1269",6,64.2,57.8,0.738148984198646
"1270",7,65.3,60.4,0.704288939051919
"1271",2,71.3,67.5,0.428893905191874
"1272",1,74.2,65,0.343115124153499
"1273",3,71.3,61.3,0.55079006772009
"1274",4,71.5,64.7,0.591422121896163
"1275",5,70.6,67.2,0.519187358916479
"1276",6,73.6,71.8,0.641083521444695
"1277",7,74.3,72.2,0.769751693002257
"1278",2,75.9,73.3,0.510158013544018
"1279",1,75.3,73.3,0.300225733634311
"1280",3,77.5,69.4,0.575620767494357
"1281",4,73.1,69,0.577878103837472
"1282",5,76.5,70,0.609480812641084
"1283",6,71.5,65.7,0.557562076749436
"1284",7,74.4,65.7,0.720090293453725
"1285",2,69.1,62.1,0.431151241534989
"1286",1,68.3,63.6,0.279909706546275
"1287",3,73.8,66.7,0.63431151241535
"1288",4,69,52.6,0.562076749435666
"1289",5,70.1,63.3,0.557562076749436
"1290",6,71.7,66.5,0.611738148984199
"1291",7,73.4,70,0.830699774266366
"1292",2,74.4,64.2,0.532731376975169
"1293",1,67.7,61.7,0.386004514672686
"1294",3,72.5,66.3,0.64334085778781
"1295",4,67.7,59.2,0.528216704288939
"1296",5,70.4,65.7,0.616252821670429
"1297",6,71.5,67,0.647855530474041
"1298",7,69.2,63.2,0.697516930022573
"1299",2,63.2,57.5,0.248306997742664
"1300",1,65.3,57.4,0.17607223476298
"1301",3,64,59.8,0.0699774266365688
"1302",4,69.9,65.8,0.5372460496614
"1303",5,70.3,66.8,0.586907449209932
"1304",6,68.5,66.8,0.742663656884876
"1305",7,71.4,68.3,0.738148984198646
"1306",2,71.9,67,0.474040632054176
"1307",1,71.3,67.8,0.338600451467269
"1308",3,65.1,52.1,0.586907449209932
"1309",4,64.1,55.9,0.882618510158014
"1310",5,68.4,61.8,0.882618510158014
"1311",6,64.5,53.4,0.832957110609481
"1312",7,57.7,47.7,0.884875846501129
"1313",2,62.6,57.6,0.582392776523702
"1314",1,70.6,67.3,0.331828442437923
"1315",3,71,68.8,0.659142212189616
"1316",4,71.1,69.3,0.521444695259594
"1317",5,70,64.4,0.525959367945824
"1318",6,67.2,57.8,0.613995485327314
"1319",7,66.3,62.1,0.957110609480813
"1320",2,60.7,49.5,0.505643340857788
"1321",1,57.6,39.4,0.415349887133183
"1322",3,55.2,41.1,0.530474040632054
"1323",4,65.4,59.8,0.611738148984199
"1324",5,63.1,60.7,0.562076749435666
"1325",6,60,54.9,0.532731376975169
"1326",2,62,60.2,0.435665914221219
"1327",1,61.3,59.2,0.221218961625282
"1328",3,60.5,56.1,0.230248306997743
"1329",4,60.5,54.2,0.304740406320542
"1330",5,58.7,53.2,0.693002257336343
"1331",6,57.3,50.9,0.848758465011287
"1332",7,55.6,49.7,0.826185101580135
"1333",2,58.7,55.5,0.553047404063205
"1334",1,62.2,59.7,0.207674943566591
"1335",3,54.1,43.8,0.340857787810384
"1336",4,54.3,42.2,0.792325056433409
"1337",5,52.8,46.7,0.248306997742664
