day,year,mo,da,collision_date,sndp,NUM_COLLISIONS
1,2017,09,25,2017-09-25,999.9,726
5,2017,09,22,2017-09-22,999.9,614
4,2017,09,28,2017-09-28,999.9,740
7,2017,09,24,2017-09-24,999.9,587
5,2017,09,15,2017-09-15,999.9,827
2,2017,09,19,2017-09-19,999.9,661
7,2017,09,10,2017-09-10,999.9,533
2,2017,09,05,2017-09-05,999.9,707
6,2017,09,16,2017-09-16,999.9,623
6,2017,09,30,2017-09-30,999.9,550
6,2017,09,02,2017-09-02,999.9,562
3,2017,09,27,2017-09-27,999.9,696
7,2017,09,17,2017-09-17,999.9,586
3,2017,09,20,2017-09-20,999.9,583
1,2017,09,04,2017-09-04,999.9,532
1,2017,09,18,2017-09-18,999.9,672
3,2017,09,13,2017-09-13,999.9,738
5,2017,09,08,2017-09-08,999.9,740
6,2017,09,23,2017-09-23,999.9,631
7,2017,10,01,2017-10-01,999.9,571
1,2017,10,30,2017-10-30,999.9,832
2,2017,10,10,2017-10-10,999.9,768
1,2017,10,02,2017-10-02,999.9,739
3,2017,10,18,2017-10-18,999.9,737
6,2017,10,28,2017-10-28,999.9,615
1,2017,10,23,2017-10-23,999.9,669
7,2017,10,15,2017-10-15,999.9,496
3,2017,10,04,2017-10-04,999.9,711
7,2017,10,08,2017-10-08,999.9,521
3,2017,10,25,2017-10-25,999.9,648
3,2017,10,11,2017-10-11,999.9,628
4,2017,10,05,2017-10-05,999.9,657
2,2017,10,17,2017-10-17,999.9,736
7,2017,10,22,2017-10-22,999.9,528
1,2017,10,09,2017-10-09,999.9,546
6,2017,10,14,2017-10-14,999.9,567
2,2017,10,03,2017-10-03,999.9,687
5,2017,10,20,2017-10-20,999.9,823
6,2017,10,07,2017-10-07,999.9,570
5,2017,10,13,2017-10-13,999.9,658
4,2017,10,26,2017-10-26,999.9,658
2,2017,10,24,2017-10-24,999.9,685
6,2017,10,21,2017-10-21,999.9,583
5,2017,10,06,2017-10-06,999.9,649
1,2017,10,16,2017-10-16,999.9,641
5,2017,10,27,2017-10-27,999.9,759
7,2017,10,29,2017-10-29,999.9,613
2,2017,10,31,2017-10-31,999.9,696
4,2017,10,19,2017-10-19,999.9,766
4,2017,10,12,2017-10-12,999.9,603
3,2017,11,08,2017-11-08,999.9,662
5,2017,11,24,2017-11-24,999.9,502
3,2017,11,22,2017-11-22,999.9,774
1,2017,11,27,2017-11-27,999.9,635
4,2017,11,16,2017-11-16,999.9,811
5,2017,11,17,2017-11-17,999.9,814
4,2017,11,23,2017-11-23,999.9,469
1,2017,11,06,2017-11-06,999.9,682
5,2017,11,03,2017-11-03,999.9,776
3,2017,11,15,2017-11-15,999.9,713
6,2017,11,25,2017-11-25,999.9,456
1,2017,11,20,2017-11-20,999.9,748
3,2017,11,01,2017-11-01,999.9,607
7,2017,11,05,2017-11-05,999.9,519
4,2017,11,02,2017-11-02,999.9,746
7,2017,11,12,2017-11-12,999.9,539
7,2017,11,19,2017-11-19,999.9,573
2,2017,11,14,2017-11-14,999.9,647
6,2017,11,18,2017-11-18,999.9,629
6,2017,11,04,2017-11-04,999.9,613
2,2017,11,28,2017-11-28,999.9,649
2,2017,11,07,2017-11-07,999.9,710
3,2017,11,29,2017-11-29,999.9,701
1,2017,11,13,2017-11-13,999.9,699
5,2017,11,10,2017-11-10,999.9,724
6,2017,11,11,2017-11-11,999.9,623
4,2017,11,09,2017-11-09,999.9,702
4,2017,11,30,2017-11-30,999.9,663
7,2017,11,26,2017-11-26,999.9,485
2,2017,11,21,2017-11-21,999.9,790
7,2017,12,31,2017-12-31,1.2,462
2,2017,12,26,2017-12-26,999.9,543
1,2017,12,18,2017-12-18,999.9,706
5,2017,12,29,2017-12-29,999.9,598
7,2017,12,17,2017-12-17,1.2,547
6,2017,12,16,2017-12-16,1.2,661
6,2017,12,02,2017-12-02,999.9,575
5,2017,12,01,2017-12-01,999.9,772
2,2017,12,19,2017-12-19,999.9,657
5,2017,12,08,2017-12-08,999.9,682
3,2017,12,20,2017-12-20,999.9,700
2,2017,12,12,2017-12-12,2.0,687
4,2017,12,28,2017-12-28,999.9,609
1,2017,12,04,2017-12-04,999.9,684
7,2017,12,24,2017-12-24,999.9,469
1,2017,12,11,2017-12-11,1.2,725
6,2017,12,30,2017-12-30,1.2,565
1,2017,12,25,2017-12-25,999.9,333
4,2017,12,21,2017-12-21,999.9,742
4,2017,12,07,2017-12-07,999.9,693
7,2017,12,10,2017-12-10,2.0,513
3,2017,12,13,2017-12-13,999.9,709
5,2017,12,22,2017-12-22,999.9,720
4,2017,12,14,2017-12-14,1.2,883
6,2017,12,09,2017-12-09,3.1,538
3,2017,12,06,2017-12-06,999.9,651
2,2017,12,05,2017-12-05,999.9,704
3,2017,12,27,2017-12-27,999.9,577
7,2017,12,03,2017-12-03,999.9,448
6,2017,12,23,2017-12-23,999.9,565
5,2017,12,15,2017-12-15,1.2,999
3,2018,01,10,2018-01-10,3.9,687
5,2018,01,05,2018-01-05,7.9,700
5,2018,01,26,2018-01-26,999.9,677
1,2018,01,29,2018-01-29,999.9,531
3,2018,01,03,2018-01-03,999.9,645
3,2018,01,24,2018-01-24,999.9,615
6,2018,01,27,2018-01-27,999.9,510
2,2018,01,02,2018-01-02,999.9,654
2,2018,01,30,2018-01-30,1.2,579
4,2018,01,11,2018-01-11,2.0,696
7,2018,01,07,2018-01-07,7.9,476
5,2018,01,12,2018-01-12,1.2,704
3,2018,01,31,2018-01-31,1.2,596
7,2018,01,21,2018-01-21,999.9,418
5,2018,01,19,2018-01-19,999.9,599
2,2018,01,23,2018-01-23,999.9,531
2,2018,01,09,2018-01-09,5.1,684
4,2018,01,04,2018-01-04,7.9,464
1,2018,01,08,2018-01-08,7.1,720
6,2018,01,13,2018-01-13,1.2,603
2,2018,01,16,2018-01-16,999.9,617
4,2018,01,18,2018-01-18,999.9,634
7,2018,01,28,2018-01-28,999.9,412
1,2018,01,15,2018-01-15,999.9,523
3,2018,01,17,2018-01-17,999.9,611
6,2018,01,20,2018-01-20,999.9,530
1,2018,01,22,2018-01-22,999.9,559
4,2018,01,25,2018-01-25,999.9,602
6,2018,01,06,2018-01-06,7.9,599
7,2018,01,14,2018-01-14,999.9,494
1,2018,01,01,2018-01-01,999.9,454
7,2018,02,04,2018-02-04,999.9,541
6,2018,02,03,2018-02-03,999.9,478
5,2018,02,09,2018-02-09,999.9,583
7,2018,02,11,2018-02-11,999.9,479
2,2018,02,20,2018-02-20,999.9,535
6,2018,02,24,2018-02-24,999.9,540
1,2018,02,05,2018-02-05,999.9,706
3,2018,02,28,2018-02-28,999.9,654
4,2018,02,22,2018-02-22,999.9,550
4,2018,02,08,2018-02-08,999.9,616
2,2018,02,27,2018-02-27,999.9,631
4,2018,02,01,2018-02-01,999.9,594
2,2018,02,06,2018-02-06,999.9,545
1,2018,02,12,2018-02-12,999.9,543
5,2018,02,16,2018-02-16,999.9,582
3,2018,02,21,2018-02-21,999.9,601
1,2018,02,19,2018-02-19,2.0,435
7,2018,02,18,2018-02-18,1.2,472
3,2018,02,07,2018-02-07,999.9,653
2,2018,02,13,2018-02-13,999.9,613
5,2018,02,23,2018-02-23,999.9,548
1,2018,02,26,2018-02-26,999.9,557
5,2018,02,02,2018-02-02,999.9,617
4,2018,02,15,2018-02-15,999.9,645
6,2018,02,17,2018-02-17,999.9,604
6,2018,02,10,2018-02-10,999.9,549
7,2018,02,25,2018-02-25,999.9,448
3,2018,02,14,2018-02-14,999.9,671
4,2018,03,22,2018-03-22,7.1,759
5,2018,03,23,2018-03-23,2.0,732
2,2018,03,27,2018-03-27,999.9,627
6,2018,03,31,2018-03-31,999.9,589
5,2018,03,02,2018-03-02,999.9,884
5,2018,03,16,2018-03-16,999.9,753
4,2018,03,01,2018-03-01,999.9,619
1,2018,03,19,2018-03-19,999.9,686
3,2018,03,07,2018-03-07,2.0,517
3,2018,03,14,2018-03-14,1.2,652
3,2018,03,21,2018-03-21,5.1,477
5,2018,03,30,2018-03-30,999.9,580
7,2018,03,18,2018-03-18,999.9,526
2,2018,03,20,2018-03-20,999.9,597
6,2018,03,17,2018-03-17,999.9,562
2,2018,03,06,2018-03-06,999.9,676
4,2018,03,29,2018-03-29,999.9,613
7,2018,03,04,2018-03-04,999.9,457
5,2018,03,09,2018-03-09,1.2,751
4,2018,03,08,2018-03-08,1.2,633
6,2018,03,24,2018-03-24,1.2,550
1,2018,03,26,2018-03-26,999.9,710
2,2018,03,13,2018-03-13,1.2,578
6,2018,03,03,2018-03-03,999.9,609
6,2018,03,10,2018-03-10,999.9,567
7,2018,03,25,2018-03-25,2.0,491
4,2018,03,15,2018-03-15,999.9,689
1,2018,03,05,2018-03-05,999.9,616
7,2018,03,11,2018-03-11,999.9,465
3,2018,03,28,2018-03-28,999.9,629
1,2018,03,12,2018-03-12,999.9,679
4,2018,04,26,2018-04-26,999.9,729
1,2018,04,09,2018-04-09,999.9,625
1,2018,04,30,2018-04-30,999.9,656
7,2018,04,15,2018-04-15,999.9,510
1,2018,04,16,2018-04-16,999.9,741
3,2018,04,18,2018-04-18,999.9,662
7,2018,04,01,2018-04-01,999.9,399
5,2018,04,27,2018-04-27,999.9,690
5,2018,04,20,2018-04-20,999.9,707
6,2018,04,28,2018-04-28,999.9,604
6,2018,04,21,2018-04-21,999.9,584
4,2018,04,12,2018-04-12,999.9,610
3,2018,04,11,2018-04-11,999.9,612
4,2018,04,19,2018-04-19,999.9,706
7,2018,04,08,2018-04-08,999.9,468
6,2018,04,07,2018-04-07,999.9,487
4,2018,04,05,2018-04-05,999.9,531
2,2018,04,10,2018-04-10,999.9,668
1,2018,04,02,2018-04-02,2.0,562
2,2018,04,03,2018-04-03,2.0,551
7,2018,04,29,2018-04-29,999.9,505
6,2018,04,14,2018-04-14,999.9,624
3,2018,04,04,2018-04-04,999.9,554
2,2018,04,24,2018-04-24,999.9,671
5,2018,04,06,2018-04-06,999.9,515
7,2018,04,22,2018-04-22,999.9,568
3,2018,04,25,2018-04-25,999.9,626
5,2018,04,13,2018-04-13,999.9,755
1,2018,04,23,2018-04-23,999.9,675
2,2018,04,17,2018-04-17,999.9,600
1,2018,05,21,2018-05-21,999.9,626
7,2018,05,27,2018-05-27,999.9,487
4,2018,05,03,2018-05-03,999.9,790
4,2018,05,17,2018-05-17,999.9,732
7,2018,05,20,2018-05-20,999.9,578
5,2018,05,04,2018-05-04,999.9,723
3,2018,05,30,2018-05-30,999.9,708
2,2018,05,15,2018-05-15,999.9,778
3,2018,05,02,2018-05-02,999.9,792
2,2018,05,01,2018-05-01,999.9,713
6,2018,05,05,2018-05-05,999.9,602
2,2018,05,29,2018-05-29,999.9,809
3,2018,05,16,2018-05-16,999.9,686
1,2018,05,14,2018-05-14,999.9,689
4,2018,05,24,2018-05-24,999.9,770
6,2018,05,26,2018-05-26,999.9,601
1,2018,05,07,2018-05-07,999.9,695
6,2018,05,19,2018-05-19,999.9,583
3,2018,05,23,2018-05-23,999.9,729
7,2018,05,13,2018-05-13,999.9,529
7,2018,05,06,2018-05-06,999.9,495
3,2018,05,09,2018-05-09,999.9,711
5,2018,05,11,2018-05-11,999.9,805
5,2018,05,25,2018-05-25,999.9,799
4,2018,05,10,2018-05-10,999.9,663
2,2018,05,22,2018-05-22,999.9,689
6,2018,05,12,2018-05-12,999.9,602
1,2018,05,28,2018-05-28,999.9,408
4,2018,05,31,2018-05-31,999.9,698
5,2018,05,18,2018-05-18,999.9,616
2,2018,05,08,2018-05-08,999.9,736
4,2018,06,14,2018-06-14,999.9,833
3,2018,06,06,2018-06-06,999.9,651
4,2018,06,07,2018-06-07,999.9,693
6,2018,06,30,2018-06-30,999.9,651
5,2018,06,08,2018-06-08,999.9,757
2,2018,06,19,2018-06-19,999.9,812
5,2018,06,22,2018-06-22,999.9,728
7,2018,06,24,2018-06-24,999.9,553
6,2018,06,02,2018-06-02,999.9,622
1,2018,06,25,2018-06-25,999.9,733
3,2018,06,20,2018-06-20,999.9,698
7,2018,06,03,2018-06-03,999.9,525
6,2018,06,23,2018-06-23,999.9,513
5,2018,06,01,2018-06-01,999.9,751
5,2018,06,29,2018-06-29,999.9,845
2,2018,06,26,2018-06-26,999.9,762
3,2018,06,13,2018-06-13,999.9,706
7,2018,06,17,2018-06-17,999.9,627
3,2018,06,27,2018-06-27,999.9,540
5,2018,06,15,2018-06-15,999.9,728
2,2018,06,12,2018-06-12,999.9,720
2,2018,06,05,2018-06-05,999.9,688
1,2018,06,04,2018-06-04,999.9,698
4,2018,06,21,2018-06-21,999.9,815
1,2018,06,18,2018-06-18,999.9,808
1,2018,06,11,2018-06-11,999.9,686
7,2018,06,10,2018-06-10,999.9,533
6,2018,06,16,2018-06-16,999.9,677
4,2018,06,28,2018-06-28,999.9,737
6,2018,06,09,2018-06-09,999.9,706
1,2018,07,02,2018-07-02,999.9,719
6,2018,07,14,2018-07-14,999.9,577
6,2018,07,07,2018-07-07,999.9,526
6,2018,07,21,2018-07-21,999.9,622
4,2018,07,19,2018-07-19,999.9,739
2,2018,07,31,2018-07-31,999.9,709
1,2018,07,16,2018-07-16,999.9,719
3,2018,07,04,2018-07-04,999.9,406
5,2018,07,27,2018-07-27,999.9,753
1,2018,07,09,2018-07-09,999.9,672
4,2018,07,12,2018-07-12,999.9,642
3,2018,07,25,2018-07-25,999.9,657
7,2018,07,08,2018-07-08,999.9,545
7,2018,07,22,2018-07-22,999.9,540
6,2018,07,28,2018-07-28,999.9,637
2,2018,07,17,2018-07-17,999.9,680
5,2018,07,20,2018-07-20,999.9,700
3,2018,07,18,2018-07-18,999.9,688
4,2018,07,05,2018-07-05,999.9,720
4,2018,07,26,2018-07-26,999.9,606
3,2018,07,11,2018-07-11,999.9,627
1,2018,07,30,2018-07-30,999.9,580
2,2018,07,10,2018-07-10,999.9,727
7,2018,07,29,2018-07-29,999.9,463
5,2018,07,13,2018-07-13,999.9,726
1,2018,07,23,2018-07-23,999.9,614
2,2018,07,24,2018-07-24,999.9,654
5,2018,07,06,2018-07-06,999.9,654
7,2018,07,15,2018-07-15,999.9,564
7,2018,07,01,2018-07-01,999.9,563
2,2018,07,03,2018-07-03,999.9,678
6,2018,08,04,2018-08-04,999.9,605
3,2018,08,29,2018-08-29,999.9,685
2,2018,08,14,2018-08-14,999.9,701
7,2018,08,19,2018-08-19,999.9,490
7,2018,08,12,2018-08-12,999.9,499
2,2018,08,07,2018-08-07,999.9,658
3,2018,08,15,2018-08-15,999.9,645
1,2018,08,13,2018-08-13,999.9,617
5,2018,08,10,2018-08-10,999.9,707
6,2018,08,18,2018-08-18,999.9,579
5,2018,08,31,2018-08-31,999.9,623
1,2018,08,27,2018-08-27,999.9,651
3,2018,08,08,2018-08-08,999.9,656
7,2018,08,26,2018-08-26,999.9,528
1,2018,08,20,2018-08-20,999.9,562
2,2018,08,28,2018-08-28,999.9,715
4,2018,08,16,2018-08-16,999.9,647
4,2018,08,23,2018-08-23,999.9,610
3,2018,08,01,2018-08-01,999.9,660
4,2018,08,02,2018-08-02,999.9,722
7,2018,08,05,2018-08-05,999.9,573
5,2018,08,24,2018-08-24,999.9,681
4,2018,08,30,2018-08-30,999.9,736
4,2018,08,09,2018-08-09,999.9,709
5,2018,08,03,2018-08-03,999.9,749
6,2018,08,25,2018-08-25,999.9,552
5,2018,08,17,2018-08-17,999.9,703
2,2018,08,21,2018-08-21,999.9,580
1,2018,08,06,2018-08-06,999.9,632
3,2018,08,22,2018-08-22,999.9,599
6,2018,08,11,2018-08-11,999.9,568
1,2018,09,10,2018-09-10,999.9,650
7,2018,09,02,2018-09-02,999.9,528
4,2018,09,20,2018-09-20,999.9,659
2,2018,09,18,2018-09-18,999.9,740
3,2018,09,19,2018-09-19,999.9,519
5,2018,09,07,2018-09-07,999.9,671
6,2018,09,22,2018-09-22,999.9,562
6,2018,09,29,2018-09-29,999.9,603
3,2018,09,26,2018-09-26,999.9,755
6,2018,09,01,2018-09-01,999.9,529
3,2018,09,12,2018-09-12,999.9,783
3,2018,09,05,2018-09-05,999.9,768
2,2018,09,25,2018-09-25,999.9,715
6,2018,09,08,2018-09-08,999.9,568
4,2018,09,13,2018-09-13,999.9,718
7,2018,09,23,2018-09-23,999.9,475
7,2018,09,09,2018-09-09,999.9,556
2,2018,09,04,2018-09-04,999.9,786
2,2018,09,11,2018-09-11,999.9,544
7,2018,09,16,2018-09-16,999.9,597
5,2018,09,28,2018-09-28,999.9,712
4,2018,09,27,2018-09-27,999.9,672
1,2018,09,24,2018-09-24,999.9,594
7,2018,09,30,2018-09-30,999.9,510
5,2018,09,21,2018-09-21,999.9,715
5,2018,09,14,2018-09-14,999.9,684
4,2018,09,06,2018-09-06,999.9,822
6,2018,09,15,2018-09-15,999.9,596
1,2018,09,17,2018-09-17,999.9,673
1,2018,09,03,2018-09-03,999.9,533
4,2018,10,04,2018-10-04,999.9,717
7,2018,10,28,2018-10-28,999.9,556
5,2018,10,26,2018-10-26,999.9,747
3,2018,10,03,2018-10-03,999.9,778
2,2018,10,09,2018-10-09,999.9,628
6,2018,10,06,2018-10-06,999.9,544
3,2018,10,24,2018-10-24,999.9,719
1,2018,10,01,2018-10-01,999.9,583
3,2018,10,31,2018-10-31,999.9,646
2,2018,10,30,2018-10-30,999.9,721
7,2018,10,21,2018-10-21,999.9,593
3,2018,10,10,2018-10-10,999.9,708
1,2018,10,22,2018-10-22,999.9,650
7,2018,10,07,2018-10-07,999.9,529
1,2018,10,15,2018-10-15,999.9,692
4,2018,10,25,2018-10-25,999.9,763
4,2018,10,11,2018-10-11,999.9,741
7,2018,10,14,2018-10-14,999.9,516
5,2018,10,05,2018-10-05,999.9,796
5,2018,10,12,2018-10-12,999.9,830
2,2018,10,02,2018-10-02,999.9,613
6,2018,10,20,2018-10-20,999.9,629
1,2018,10,29,2018-10-29,999.9,696
3,2018,10,17,2018-10-17,999.9,699
2,2018,10,16,2018-10-16,999.9,688
4,2018,10,18,2018-10-18,999.9,735
6,2018,10,27,2018-10-27,999.9,757
6,2018,10,13,2018-10-13,999.9,577
2,2018,10,23,2018-10-23,999.9,681
1,2018,10,08,2018-10-08,999.9,501
5,2018,10,19,2018-10-19,999.9,787
2,2018,11,06,2018-11-06,999.9,679
3,2018,11,07,2018-11-07,999.9,696
4,2018,11,29,2018-11-29,999.9,646
5,2018,11,30,2018-11-30,999.9,743
5,2018,11,23,2018-11-23,999.9,476
6,2018,11,17,2018-11-17,1.2,559
2,2018,11,13,2018-11-13,999.9,754
1,2018,11,26,2018-11-26,999.9,743
6,2018,11,10,2018-11-10,999.9,607
4,2018,11,01,2018-11-01,999.9,696
6,2018,11,24,2018-11-24,999.9,536
4,2018,11,08,2018-11-08,999.9,631
3,2018,11,14,2018-11-14,999.9,688
4,2018,11,22,2018-11-22,999.9,412
2,2018,11,27,2018-11-27,999.9,609
5,2018,11,16,2018-11-16,1.2,720
5,2018,11,02,2018-11-02,999.9,746
4,2018,11,15,2018-11-15,5.1,1065
2,2018,11,20,2018-11-20,999.9,695
5,2018,11,09,2018-11-09,999.9,866
1,2018,11,05,2018-11-05,999.9,759
7,2018,11,18,2018-11-18,999.9,470
6,2018,11,03,2018-11-03,999.9,656
7,2018,11,11,2018-11-11,999.9,500
7,2018,11,04,2018-11-04,999.9,502
3,2018,11,28,2018-11-28,999.9,573
7,2018,11,25,2018-11-25,999.9,483
3,2018,11,21,2018-11-21,999.9,732
1,2018,11,19,2018-11-19,999.9,697
1,2018,11,12,2018-11-12,999.9,497
2,2018,12,18,2018-12-18,999.9,731
3,2018,12,05,2018-12-05,999.9,652
5,2018,12,28,2018-12-28,999.9,681
6,2018,12,01,2018-12-01,999.9,601
6,2018,12,22,2018-12-22,999.9,568
1,2018,12,24,2018-12-24,999.9,580
7,2018,12,23,2018-12-23,999.9,505
7,2018,12,16,2018-12-16,999.9,622
3,2018,12,26,2018-12-26,999.9,514
2,2018,12,25,2018-12-25,999.9,328
5,2018,12,14,2018-12-14,999.9,841
1,2018,12,10,2018-12-10,999.9,651
6,2018,12,29,2018-12-29,999.9,499
6,2018,12,08,2018-12-08,999.9,652
7,2018,12,02,2018-12-02,999.9,558
4,2018,12,13,2018-12-13,999.9,686
5,2018,12,07,2018-12-07,999.9,705
7,2018,12,30,2018-12-30,999.9,404
2,2018,12,11,2018-12-11,999.9,707
6,2018,12,15,2018-12-15,999.9,628
4,2018,12,06,2018-12-06,999.9,681
5,2018,12,21,2018-12-21,999.9,782
1,2018,12,31,2018-12-31,999.9,622
7,2018,12,09,2018-12-09,999.9,465
1,2018,12,03,2018-12-03,999.9,697
4,2018,12,27,2018-12-27,999.9,582
2,2018,12,04,2018-12-04,999.9,684
3,2018,12,12,2018-12-12,999.9,631
4,2018,12,20,2018-12-20,999.9,806
1,2018,12,17,2018-12-17,999.9,689
3,2018,12,19,2018-12-19,999.9,749
5,2019,01,25,2019-01-25,999.9,666
2,2019,01,29,2019-01-29,999.9,681
7,2019,01,13,2019-01-13,999.9,374
7,2019,01,27,2019-01-27,999.9,445
4,2019,01,24,2019-01-24,999.9,592
1,2019,01,28,2019-01-28,999.9,565
6,2019,01,12,2019-01-12,999.9,520
5,2019,01,04,2019-01-04,999.9,598
4,2019,01,31,2019-01-31,999.9,601
3,2019,01,16,2019-01-16,999.9,579
3,2019,01,30,2019-01-30,999.9,630
1,2019,01,14,2019-01-14,999.9,703
2,2019,01,22,2019-01-22,999.9,627
3,2019,01,23,2019-01-23,999.9,553
6,2019,01,26,2019-01-26,999.9,533
7,2019,01,06,2019-01-06,999.9,376
5,2019,01,11,2019-01-11,999.9,644
4,2019,01,03,2019-01-03,999.9,504
1,2019,01,07,2019-01-07,999.9,583
5,2019,01,18,2019-01-18,1.2,596
2,2019,01,01,2019-01-01,999.9,429
2,2019,01,08,2019-01-08,999.9,571
4,2019,01,10,2019-01-10,999.9,580
6,2019,01,05,2019-01-05,999.9,455
3,2019,01,02,2019-01-02,999.9,502
3,2019,01,09,2019-01-09,999.9,514
7,2019,01,20,2019-01-20,999.9,411
4,2019,01,17,2019-01-17,999.9,586
2,2019,01,15,2019-01-15,999.9,618
1,2019,01,21,2019-01-21,999.9,412
6,2019,01,19,2019-01-19,1.2,479
1,2019,02,04,2019-02-04,999.9,651
1,2019,02,25,2019-02-25,999.9,700
4,2019,02,28,2019-02-28,999.9,699
2,2019,02,12,2019-02-12,1.2,687
1,2019,02,11,2019-02-11,999.9,568
6,2019,02,23,2019-02-23,999.9,439
4,2019,02,14,2019-02-14,1.2,664
3,2019,02,13,2019-02-13,1.2,639
5,2019,02,15,2019-02-15,999.9,616
2,2019,02,05,2019-02-05,999.9,570
2,2019,02,26,2019-02-26,999.9,670
7,2019,02,10,2019-02-10,999.9,445
7,2019,02,17,2019-02-17,999.9,439
4,2019,02,21,2019-02-21,1.2,597
3,2019,02,20,2019-02-20,2.0,615
6,2019,02,02,2019-02-02,999.9,577
6,2019,02,09,2019-02-09,999.9,540
3,2019,02,27,2019-02-27,999.9,529
1,2019,02,18,2019-02-18,999.9,406
7,2019,02,24,2019-02-24,999.9,401
5,2019,02,01,2019-02-01,999.9,651
5,2019,02,08,2019-02-08,999.9,661
5,2019,02,22,2019-02-22,1.2,546
7,2019,02,03,2019-02-03,999.9,491
4,2019,02,07,2019-02-07,999.9,588
2,2019,02,19,2019-02-19,999.9,527
6,2019,02,16,2019-02-16,999.9,535
3,2019,02,06,2019-02-06,999.9,615
6,2019,03,16,2019-03-16,999.9,550
4,2019,03,07,2019-03-07,1.2,556
4,2019,03,21,2019-03-21,999.9,624
6,2019,03,23,2019-03-23,999.9,530
2,2019,03,12,2019-03-12,999.9,586
1,2019,03,25,2019-03-25,999.9,526
6,2019,03,02,2019-03-02,2.0,642
3,2019,03,20,2019-03-20,999.9,584
1,2019,03,18,2019-03-18,999.9,575
5,2019,03,01,2019-03-01,999.9,711
1,2019,03,04,2019-03-04,1.2,503
3,2019,03,27,2019-03-27,999.9,562
6,2019,03,30,2019-03-30,999.9,516
5,2019,03,22,2019-03-22,999.9,718
4,2019,03,28,2019-03-28,999.9,644
5,2019,03,29,2019-03-29,999.9,563
7,2019,03,17,2019-03-17,999.9,419
7,2019,03,24,2019-03-24,999.9,466
3,2019,03,06,2019-03-06,1.2,589
2,2019,03,05,2019-03-05,1.2,639
5,2019,03,08,2019-03-08,999.9,652
1,2019,03,11,2019-03-11,999.9,645
2,2019,03,26,2019-03-26,999.9,610
6,2019,03,09,2019-03-09,999.9,523
7,2019,03,10,2019-03-10,999.9,462
2,2019,03,19,2019-03-19,999.9,565
3,2019,03,13,2019-03-13,999.9,562
7,2019,03,31,2019-03-31,999.9,450
7,2019,03,03,2019-03-03,1.2,503
4,2019,03,14,2019-03-14,999.9,611
5,2019,03,15,2019-03-15,999.9,673
3,2019,04,03,2019-04-03,999.9,613
1,2019,04,08,2019-04-08,999.9,594
1,2019,04,15,2019-04-15,999.9,657
3,2019,04,10,2019-04-10,999.9,633
4,2019,04,18,2019-04-18,999.9,540
4,2019,04,25,2019-04-25,999.9,518
1,2019,04,29,2019-04-29,999.9,565
5,2019,04,12,2019-04-12,999.9,688
2,2019,04,09,2019-04-09,999.9,537
6,2019,04,20,2019-04-20,999.9,456
3,2019,04,24,2019-04-24,999.9,515
4,2019,04,04,2019-04-04,999.9,660
7,2019,04,28,2019-04-28,999.9,395
6,2019,04,27,2019-04-27,999.9,526
7,2019,04,21,2019-04-21,999.9,398
1,2019,04,22,2019-04-22,999.9,522
5,2019,04,05,2019-04-05,999.9,701
2,2019,04,02,2019-04-02,999.9,553
7,2019,04,14,2019-04-14,999.9,457
3,2019,04,17,2019-04-17,999.9,620
2,2019,04,23,2019-04-23,999.9,592
1,2019,04,01,2019-04-01,999.9,602
4,2019,04,11,2019-04-11,999.9,537
5,2019,04,26,2019-04-26,999.9,500
7,2019,04,07,2019-04-07,999.9,487
2,2019,04,30,2019-04-30,999.9,587
5,2019,04,19,2019-04-19,999.9,551
2,2019,04,16,2019-04-16,999.9,638
6,2019,04,13,2019-04-13,999.9,599
6,2019,04,06,2019-04-06,999.9,587
5,2019,05,31,2019-05-31,999.9,765
2,2019,05,07,2019-05-07,999.9,647
6,2019,05,11,2019-05-11,999.9,637
1,2019,05,27,2019-05-27,999.9,442
4,2019,05,16,2019-05-16,999.9,642
5,2019,05,17,2019-05-17,999.9,726
2,2019,05,14,2019-05-14,999.9,621
1,2019,05,06,2019-05-06,999.9,630
3,2019,05,15,2019-05-15,999.9,691
1,2019,05,20,2019-05-20,999.9,689
4,2019,05,30,2019-05-30,999.9,625
5,2019,05,10,2019-05-10,999.9,660
5,2019,05,24,2019-05-24,999.9,728
5,2019,05,03,2019-05-03,999.9,651
3,2019,05,08,2019-05-08,999.9,649
7,2019,05,12,2019-05-12,999.9,589
2,2019,05,21,2019-05-21,999.9,745
1,2019,05,13,2019-05-13,999.9,613
6,2019,05,18,2019-05-18,999.9,649
6,2019,05,25,2019-05-25,999.9,520
6,2019,05,04,2019-05-04,999.9,553
3,2019,05,29,2019-05-29,999.9,601
7,2019,05,05,2019-05-05,999.9,529
7,2019,05,26,2019-05-26,999.9,510
7,2019,05,19,2019-05-19,999.9,547
2,2019,05,28,2019-05-28,999.9,654
4,2019,05,02,2019-05-02,999.9,668
3,2019,05,22,2019-05-22,999.9,693
4,2019,05,23,2019-05-23,999.9,722
4,2019,05,09,2019-05-09,999.9,593
3,2019,05,01,2019-05-01,999.9,599
5,2019,06,21,2019-06-21,999.9,771
1,2019,06,17,2019-06-17,999.9,552
7,2019,06,09,2019-06-09,999.9,526
2,2019,06,04,2019-06-04,999.9,615
2,2019,06,11,2019-06-11,999.9,682
4,2019,06,20,2019-06-20,999.9,697
7,2019,06,30,2019-06-30,999.9,569
