day,year,mo,da,collision_date,sndp,NUM_COLLISIONS
7,2019,06,16,2019-06-16,999.9,509
4,2019,06,06,2019-06-06,999.9,744
4,2019,06,13,2019-06-13,999.9,634
5,2019,06,07,2019-06-07,999.9,734
7,2019,06,23,2019-06-23,999.9,559
6,2019,06,15,2019-06-15,999.9,620
6,2019,06,22,2019-06-22,999.9,635
5,2019,06,14,2019-06-14,999.9,749
6,2019,06,01,2019-06-01,999.9,557
1,2019,06,24,2019-06-24,999.9,731
2,2019,06,18,2019-06-18,999.9,721
6,2019,06,29,2019-06-29,999.9,660
3,2019,06,19,2019-06-19,999.9,591
3,2019,06,12,2019-06-12,999.9,686
3,2019,06,05,2019-06-05,999.9,655
2,2019,06,25,2019-06-25,999.9,662
1,2019,06,03,2019-06-03,999.9,659
4,2019,06,27,2019-06-27,999.9,734
3,2019,06,26,2019-06-26,999.9,803
5,2019,06,28,2019-06-28,999.9,753
7,2019,06,02,2019-06-02,999.9,515
1,2019,06,10,2019-06-10,999.9,613
6,2019,06,08,2019-06-08,999.9,580
6,2019,07,06,2019-07-06,999.9,471
2,2019,07,09,2019-07-09,999.9,661
3,2019,07,24,2019-07-24,999.9,626
7,2019,07,07,2019-07-07,999.9,441
3,2019,07,17,2019-07-17,999.9,630
5,2019,07,19,2019-07-19,999.9,666
1,2019,07,22,2019-07-22,999.9,640
3,2019,07,03,2019-07-03,999.9,654
1,2019,07,08,2019-07-08,999.9,592
2,2019,07,02,2019-07-02,999.9,591
1,2019,07,01,2019-07-01,999.9,693
7,2019,07,14,2019-07-14,999.9,497
4,2019,07,11,2019-07-11,999.9,658
4,2019,07,04,2019-07-04,999.9,394
7,2019,07,28,2019-07-28,999.9,527
6,2019,07,13,2019-07-13,999.9,558
2,2019,07,23,2019-07-23,999.9,553
3,2019,07,10,2019-07-10,999.9,553
3,2019,07,31,2019-07-31,999.9,604
5,2019,07,05,2019-07-05,999.9,542
5,2019,07,12,2019-07-12,999.9,747
4,2019,07,18,2019-07-18,999.9,620
6,2019,07,20,2019-07-20,999.9,586
7,2019,07,21,2019-07-21,999.9,477
5,2019,07,26,2019-07-26,999.9,650
2,2019,07,16,2019-07-16,999.9,658
6,2019,07,27,2019-07-27,999.9,602
2,2019,07,30,2019-07-30,999.9,638
1,2019,07,15,2019-07-15,999.9,637
1,2019,07,29,2019-07-29,999.9,649
4,2019,07,25,2019-07-25,999.9,605
3,2019,08,21,2019-08-21,999.9,522
6,2019,08,10,2019-08-10,999.9,572
6,2019,08,31,2019-08-31,999.9,502
7,2019,08,04,2019-08-04,999.9,499
3,2019,08,28,2019-08-28,999.9,553
1,2019,08,12,2019-08-12,999.9,586
7,2019,08,18,2019-08-18,999.9,481
1,2019,08,19,2019-08-19,999.9,563
7,2019,08,11,2019-08-11,999.9,484
6,2019,08,03,2019-08-03,999.9,566
1,2019,08,05,2019-08-05,999.9,616
6,2019,08,17,2019-08-17,999.9,533
4,2019,08,22,2019-08-22,999.9,587
3,2019,08,07,2019-08-07,999.9,608
5,2019,08,09,2019-08-09,999.9,645
4,2019,08,01,2019-08-01,999.9,618
2,2019,08,13,2019-08-13,999.9,469
5,2019,08,23,2019-08-23,999.9,569
4,2019,08,29,2019-08-29,999.9,592
2,2019,08,06,2019-08-06,999.9,551
3,2019,08,14,2019-08-14,999.9,537
2,2019,08,20,2019-08-20,999.9,574
1,2019,08,26,2019-08-26,999.9,494
2,2019,08,27,2019-08-27,999.9,529
5,2019,08,02,2019-08-02,999.9,610
5,2019,08,30,2019-08-30,999.9,630
5,2019,08,16,2019-08-16,999.9,523
7,2019,08,25,2019-08-25,999.9,482
4,2019,08,15,2019-08-15,999.9,560
4,2019,08,08,2019-08-08,999.9,646
6,2019,08,24,2019-08-24,999.9,514
5,2019,09,13,2019-09-13,999.9,687
4,2019,09,12,2019-09-12,999.9,689
3,2019,09,04,2019-09-04,999.9,600
7,2019,09,15,2019-09-15,999.9,604
1,2019,09,09,2019-09-09,999.9,603
3,2019,09,18,2019-09-18,999.9,605
1,2019,09,30,2019-09-30,999.9,435
6,2019,09,21,2019-09-21,999.9,577
7,2019,09,08,2019-09-08,999.9,462
1,2019,09,23,2019-09-23,999.9,639
4,2019,09,26,2019-09-26,999.9,645
6,2019,09,07,2019-09-07,999.9,489
1,2019,09,02,2019-09-02,999.9,427
1,2019,09,16,2019-09-16,999.9,620
2,2019,09,10,2019-09-10,999.9,605
4,2019,09,05,2019-09-05,999.9,628
4,2019,09,19,2019-09-19,999.9,605
5,2019,09,20,2019-09-20,999.9,688
5,2019,09,06,2019-09-06,999.9,591
5,2019,09,27,2019-09-27,999.9,703
7,2019,09,22,2019-09-22,999.9,515
6,2019,09,14,2019-09-14,999.9,488
6,2019,09,28,2019-09-28,999.9,532
2,2019,09,03,2019-09-03,999.9,652
2,2019,09,17,2019-09-17,999.9,635
7,2019,09,01,2019-09-01,999.9,473
3,2019,09,11,2019-09-11,999.9,624
3,2019,09,25,2019-09-25,999.9,604
2,2019,09,24,2019-09-24,999.9,628
7,2019,09,29,2019-09-29,999.9,488
4,2019,10,03,2019-10-03,999.9,690
4,2019,10,17,2019-10-17,999.9,608
2,2019,10,29,2019-10-29,999.9,639
1,2019,10,28,2019-10-28,999.9,607
6,2019,10,05,2019-10-05,999.9,557
7,2019,10,27,2019-10-27,999.9,467
4,2019,10,10,2019-10-10,999.9,615
3,2019,10,02,2019-10-02,999.9,688
3,2019,10,30,2019-10-30,999.9,595
7,2019,10,20,2019-10-20,999.9,500
2,2019,10,15,2019-10-15,999.9,549
1,2019,10,07,2019-10-07,999.9,575
6,2019,10,12,2019-10-12,999.9,502
5,2019,10,25,2019-10-25,999.9,647
5,2019,10,04,2019-10-04,999.9,708
6,2019,10,19,2019-10-19,999.9,586
7,2019,10,06,2019-10-06,999.9,435
3,2019,10,16,2019-10-16,999.9,658
5,2019,10,18,2019-10-18,999.9,634
1,2019,10,21,2019-10-21,999.9,559
4,2019,10,24,2019-10-24,999.9,613
2,2019,10,01,2019-10-01,999.9,454
5,2019,10,11,2019-10-11,999.9,606
2,2019,10,08,2019-10-08,999.9,523
6,2019,10,26,2019-10-26,999.9,525
2,2019,10,22,2019-10-22,999.9,562
3,2019,10,23,2019-10-23,999.9,669
4,2019,10,31,2019-10-31,999.9,616
7,2019,10,13,2019-10-13,999.9,441
3,2019,10,09,2019-10-09,999.9,383
1,2019,10,14,2019-10-14,999.9,400
1,2019,11,11,2019-11-11,999.9,481
7,2019,11,24,2019-11-24,999.9,517
5,2019,11,08,2019-11-08,999.9,676
6,2019,11,23,2019-11-23,999.9,528
7,2019,11,10,2019-11-10,999.9,457
4,2019,11,21,2019-11-21,999.9,647
7,2019,11,17,2019-11-17,999.9,444
6,2019,11,02,2019-11-02,999.9,506
6,2019,11,09,2019-11-09,999.9,502
3,2019,11,13,2019-11-13,999.9,599
4,2019,11,14,2019-11-14,999.9,545
2,2019,11,19,2019-11-19,999.9,629
5,2019,11,15,2019-11-15,999.9,621
2,2019,11,05,2019-11-05,999.9,440
2,2019,11,26,2019-11-26,999.9,702
2,2019,11,12,2019-11-12,999.9,595
5,2019,11,29,2019-11-29,999.9,425
1,2019,11,04,2019-11-04,999.9,623
3,2019,11,06,2019-11-06,999.9,615
3,2019,11,20,2019-11-20,999.9,526
7,2019,11,03,2019-11-03,999.9,479
5,2019,11,01,2019-11-01,999.9,782
1,2019,11,25,2019-11-25,999.9,641
4,2019,11,28,2019-11-28,999.9,374
3,2019,11,27,2019-11-27,999.9,561
4,2019,11,07,2019-11-07,999.9,669
1,2019,11,18,2019-11-18,999.9,743
5,2019,11,22,2019-11-22,999.9,633
6,2019,11,16,2019-11-16,999.9,527
6,2019,11,30,2019-11-30,999.9,465
7,2019,12,01,2019-12-01,999.9,409
2,2019,12,10,2019-12-10,999.9,667
7,2019,12,29,2019-12-29,999.9,384
7,2019,12,22,2019-12-22,999.9,510
4,2019,12,26,2019-12-26,999.9,414
2,2019,12,17,2019-12-17,999.9,700
1,2019,12,30,2019-12-30,999.9,518
6,2019,12,14,2019-12-14,999.9,577
2,2019,12,03,2019-12-03,1.2,620
6,2019,12,21,2019-12-21,999.9,520
3,2019,12,18,2019-12-18,999.9,701
1,2019,12,02,2019-12-02,999.9,580
4,2019,12,05,2019-12-05,999.9,597
3,2019,12,11,2019-12-11,1.2,578
2,2019,12,24,2019-12-24,999.9,530
1,2019,12,16,2019-12-16,999.9,519
4,2019,12,19,2019-12-19,999.9,698
7,2019,12,15,2019-12-15,999.9,503
6,2019,12,07,2019-12-07,999.9,566
2,2019,12,31,2019-12-31,999.9,443
4,2019,12,12,2019-12-12,1.2,599
3,2019,12,25,2019-12-25,999.9,264
3,2019,12,04,2019-12-04,1.2,552
5,2019,12,06,2019-12-06,999.9,563
6,2019,12,28,2019-12-28,999.9,355
5,2019,12,13,2019-12-13,999.9,760
1,2019,12,23,2019-12-23,999.9,593
1,2019,12,09,2019-12-09,999.9,737
5,2019,12,20,2019-12-20,999.9,698
5,2019,12,27,2019-12-27,999.9,448
7,2019,12,08,2019-12-08,999.9,455
