"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Autumn","Spring","Summer","Winter","mxpsd","dewp","prcp","gust","year","temp","wdsp","sndp","fog","NUM_COLLISIONS"
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26,29.8,0.03,35.9,2014,37.1,17.6,0,0,0.469945355191257
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.1,28.6,0,0,2014,39.3,5.6,0,0,0.387978142076503
"441",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.9,30.9,0,20,2014,40.9,8.4,0,0,0.587431693989071
"442",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,30.2,0,20,2014,40,7.7,0,0,0.669398907103825
"443",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,39.6,0.03,25.1,2014,44.8,13.8,0,1,0.554644808743169
"444",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.1,25.3,0,22.9,2014,41.1,12.5,0,0,0.292349726775956
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,33.9,0,22,2014,42,7.4,0,0,0.426229508196721
"446",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22.9,45.8,0.7,29.9,2014,47.7,14.7,0,1,0.62568306010929
"447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17.1,36.1,0.45,22.9,2014,46.8,10,0,0,0.595628415300546
"448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.9,28.9,0,0,2014,41.6,8.8,0,0,0.73224043715847
"449",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18.1,40.6,0,21,2014,48,13.4,0,0,0.633879781420765
"450",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,40.8,0,0,2014,50.1,8.6,0,0,0.549180327868853
"451",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,40.4,0,20,2014,47,8.8,0,1,0.286885245901639
"452",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18.1,47.8,0,22.9,2014,52.2,14.4,0,0,0.37431693989071
"453",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,48,0,32.1,2014,52.6,16,0,0,0.204918032786885
"454",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.1,32.6,0.71,46,2014,42.9,19.2,0,0,0.527322404371585
"455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,23.8,0.67,28.9,2014,37.5,15.2,0,0,0.35792349726776
"456",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,32,0,21,2014,40.4,9.1,0,0,0.325136612021858
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,35.3,0,18.1,2014,45.7,5.9,0,0,0.404371584699454
"458",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.1,31.2,0,21,2014,44.2,9.2,0,0,0.0437158469945355
"459",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.1,36.9,0,0,2014,43.1,6.2,0,0,0.39344262295082
"460",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.9,43.2,0,0,2014,49.5,5.6,0,0,0.224043715846995
"461",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17.1,45.4,0.01,29.9,2014,49.5,8.6,0,0,0.434426229508197
"462",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26,28.7,0.12,34,2014,49.6,19.1,0,0,0.57103825136612
"463",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.9,32.3,0,22.9,2014,49,10.5,0,0,0.655737704918033
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18.1,36.6,0,26,2014,44.9,12.2,0,0,0.467213114754098
"465",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,36.2,0.37,17.1,2014,42.4,4.8,0,0,0.19672131147541
"466",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,37.2,0.01,24.1,2014,46.5,13.7,0,0,0.601092896174863
"467",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,36,0,28,2014,44.2,16.5,0,0,0.486338797814208
"468",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,36.5,0.01,24.1,2014,43.5,12.3,0,0,0.748633879781421
"469",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.1,48.3,0.35,24.1,2014,50.3,13.3,0,1,0.745901639344262
"470",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,44.7,0.21,0,2014,51.9,10.2,0,1,0.877049180327869
"471",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,41.1,0.01,0,2014,50.9,6.4,0,0,0.581967213114754
"472",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22,42.6,0.02,28,2014,51.4,12.8,0,0,0.202185792349727
"473",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,40,0,22.9,2014,53.7,10.2,0,0,0.658469945355191
"474",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.1,40.5,0.01,0,2014,52.2,5.7,0,0,0.513661202185792
"475",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.1,38.3,0,0,2014,51.6,6.8,0,0,0.617486338797814
"476",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,43.4,0,0,2014,52,7.5,0,0,0.598360655737705
"477",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,44.5,0,0,2014,51.5,6.7,0,1,0.565573770491803
"478",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,49.9,0,20,2014,54.8,11.1,0,1,0.469945355191257
"479",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,49.5,0.24,24.1,2014,58.3,12.6,0,0,0.565573770491803
"480",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22.9,43.8,0,28,2014,51.8,14.1,0,0,0.5
"481",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,44.3,0,0,2014,51.2,9.8,0,0,0.713114754098361
"482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,51.8,0,20,2014,57.8,9.6,0,0,0.770491803278688
"483",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,52.8,0,22,2014,58.3,11.8,0,0,0.882513661202186
"484",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,54.1,0.26,25.1,2014,57.7,12.5,0,1,0.66120218579235
"485",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,46.1,0.43,20,2014,56.5,8.5,0,0,0.355191256830601
"486",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.9,41.8,0,22,2014,56.9,9,0,0,0.532786885245902
"487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,45.7,0.11,28.9,2014,56.4,10.4,0,0,0.745901639344262
"488",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.9,47.6,0,0,2014,56.3,6,0,0,0.540983606557377
"489",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,46.2,0,0,2014,50.3,6,0,1,0.590163934426229
"490",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,48.6,0.02,15.9,2014,54.9,7.3,0,0,0.773224043715847
"491",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,46.9,0.01,29.9,2014,54.6,15,0,0,0.297814207650273
"492",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.9,44.4,0,0,2014,53.7,5.4,0,0,0.259562841530055
"493",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,51.1,0,19,2014,56.7,10.3,0,0,0.153005464480874
"494",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15.9,52.9,0.02,20,2014,61.1,10,0,0,0.73224043715847
"495",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22.9,48.4,0,32.1,2014,51.1,15.2,0,1,0.439890710382514
"496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.1,42.7,0.01,22.9,2014,52,11.2,0,0,0.781420765027322
"497",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.9,42.2,0,0,2014,49.7,5.7,0,0,0.745901639344262
"498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25.1,46.5,0,33,2014,53.9,12.4,0,0,0.573770491803279
"499",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15.9,43.5,0,22,2014,58.4,11,0,0,0.620218579234973
"500",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,46.6,0,0,2014,57.4,6.8,0,0,0.726775956284153
"501",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,47.9,0,0,2014,58.2,8.8,0,0,0.781420765027322
"502",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,51.2,0,0,2014,55.2,8.3,0,1,0.560109289617486
"503",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,57.2,0.01,35,2014,60,7.1,0,1,0.524590163934426
"504",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.9,54.4,2.21,21,2014,61.3,10,0,0,1
"505",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,54,0,0,2014,65.6,8.6,0,0,0.672131147540984
"506",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,55.5,0,0,2014,64.9,4.8,0,0,0.379781420765027
"507",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.9,57,0,0,2014,61.2,5.6,0,1,0.412568306010929
"508",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.9,60.7,0.03,0,2014,63.8,5.6,0,0,0.524590163934426
"509",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,54.4,0.16,21,2014,61.2,11.3,0,0,0.543715846994536
"510",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,53,0,26,2014,61,13.4,0,0,0.508196721311475
"511",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.1,58.6,0.02,24.1,2014,61.7,14.4,0,1,0.904371584699454
"512",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.1,63.8,0.26,0,2014,66.5,5.7,0,1,0.644808743169399
"513",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,54.5,0.02,19,2014,66.1,10.9,0,0,0.26775956284153
"514",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,50,0,20,2014,65.2,7.5,0,0,0.669398907103825
"515",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,55.2,0,0,2014,62.5,8.2,0,0,0.789617486338798
"516",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,62.9,0.01,26,2014,71.6,10.1,0,1,0.781420765027322
"517",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.9,61.5,0,0,2014,67.3,6.5,0,0,0.814207650273224
"518",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,46.2,0,0,2014,59.9,5.1,0,0,0.491803278688525
"519",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.1,49.2,0,0,2014,63.2,6,0,0,0.273224043715847
"520",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.9,50.3,0,0,2014,62.1,4.1,0,0,0.729508196721312
"521",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,51.9,0,0,2014,60,5.3,0,0,0.69672131147541
"522",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,61.6,0,0,2014,66.8,8.3,0,0,0.734972677595628
"523",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,64.4,0.01,25.1,2014,66.7,10.2,0,1,0.800546448087432
"524",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,53.8,0.13,34,2014,63.9,13.6,0,0,0.773224043715847
"525",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,51.9,0.02,0,2014,62.2,4.8,0,0,0.639344262295082
"526",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.9,57.9,0.01,0,2014,64.7,5,0,0,0.437158469945355
"527",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,61.6,0.01,0,2014,67.3,8,0,0,0.636612021857924
"528",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,65.1,0.01,18.1,2014,68.6,9.1,0,0,0.653005464480874
"529",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,66,0,20,2014,69,10.2,0,1,0.76775956284153
"530",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,67.3,0,0,2014,69.1,8.5,0,1,0.991803278688525
"531",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42.9,55.8,1.88,52.1,2014,67,21.2,0,0,0.349726775956284
"532",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.1,59.1,0.11,26,2014,68.2,14.1,0,0,0.202185792349727
"533",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.9,62.8,0.04,22,2014,68.6,13.9,0,0,0.647540983606557
"534",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,66.2,0.01,20,2014,69.5,11.8,0,1,0.592896174863388
"535",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,66.7,0.02,27,2014,69.4,12.3,0,1,0.524590163934426
"536",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18.1,66.1,0.01,25.1,2014,69.4,6.1,0,1,0.565573770491803
"537",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,62.4,0.03,0,2014,69.1,4.3,0,1,0.724043715846995
"538",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.9,58.8,0.01,0,2014,65.7,4.4,0,0,0.472677595628415
"539",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,63.6,0.01,0,2014,68.7,9.7,0,0,0.169398907103825
"540",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,67,0,21,2014,69.7,12,0,0,0.519125683060109
"541",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.9,69.1,0,22,2014,71.4,13.1,0,1,0.573770491803279
"542",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15.9,68.5,0,22.9,2014,70.4,13.7,0,0,0.475409836065574
"543",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,63.7,0.01,0,2014,70.4,4.5,0,1,0.573770491803279
"544",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,59.4,0.04,0,2014,69.6,5,0,0,0.674863387978142
"545",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.9,54.1,0,0,2014,65,5,0,0,0.281420765027322
"546",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,57.9,0,18.1,2014,65.2,10,0,0,0.202185792349727
"547",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.9,63.3,0.4,21,2014,65.9,12.8,0,0,0.491803278688525
"548",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.1,63.5,0.02,0,2014,67.1,5.4,0,1,0.573770491803279
"549",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,65.9,0.01,20,2014,69.2,9.9,0,0,0.584699453551913
"550",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,66.7,0.04,28,2014,69.6,8.5,0,1,0.442622950819672
"551",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.9,60.8,0,0,2014,67.4,5.9,0,0,0.754098360655738
"552",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.9,63.2,0,0,2014,66.9,6.9,0,0,0.42896174863388
"553",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,65.2,0.01,0,2014,68.6,7.6,0,0,0.270491803278689
"554",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17.1,66.9,0.01,26,2014,69.4,10,0,1,0.595628415300546
"555",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.9,62.8,0.12,0,2014,68.9,10.5,0,0,0.407103825136612
"556",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.1,60.6,0,0,2014,67.3,5.5,0,0,0.622950819672131
"557",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.1,62.9,0.01,0,2014,67.7,6.3,0,0,0.680327868852459
"558",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.9,62.9,0.01,0,2014,67.5,5.3,0,0,0.792349726775956
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,60,0.56,19,2014,64.3,6.5,0,0,0.445355191256831
"560",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.9,64.6,0.6,0,2014,66.4,5.1,0,1,0.270491803278689
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,65.5,0.04,0,2014,68.2,5.2,0,1,0.579234972677596
"562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.1,67.4,0,0,2014,69.2,6.6,0,1,0.62568306010929
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.9,65.7,0.01,0,2014,70.1,4.3,0,1,0.505464480874317
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,60.6,0,21,2014,69.3,6.3,0,0,0.568306010928962
"565",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,57.6,0.19,0,2014,66.3,7.4,0,0,0.612021857923497
"566",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.9,61.3,0,0,2014,70.4,6.4,0,0,0.439890710382514
"567",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,61.4,0.01,0,2014,69.1,4.6,0,0,0.368852459016393
"568",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.9,59.2,0.01,0,2014,66.3,3.6,0,1,0.620218579234973
"569",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,62.2,0.01,0,2014,67.2,7.8,0,0,0.311475409836066
"570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,22,63.5,0.39,28,2014,66.6,15.5,0,0,0.532786885245902
"571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,60.8,0.02,15.9,2014,67.8,9.7,0,0,0.677595628415301
"572",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,59.2,0.01,20,2014,66.8,8.8,0,0,0.396174863387978
"573",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,58.8,0,0,2014,66.3,8.2,0,0,0.308743169398907
"574",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,64.7,0.06,17.1,2014,68.3,6.8,0,1,0.270491803278689
"575",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,57.7,0,20,2014,67.9,7.8,0,0,0.595628415300546
"576",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,56.9,0.01,0,2014,63.9,4.1,0,1,0.379781420765027
"577",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,55.9,0.01,0,2014,63.8,6,0,0,0.475409836065574
"578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,60.6,0.01,0,2014,67.1,7.7,0,0,0.519125683060109
"579",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,60,0.01,19,2014,63.9,7.9,0,1,0.521857923497268
"580",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18.1,60.1,0.02,22.9,2014,65.6,10.8,0,0,0.210382513661202
"581",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15.9,56.8,0.01,22,2014,63.9,9,0,0,0.163934426229508
"582",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,56.5,0,0,2014,63.3,3.8,0,0,0.469945355191257
"583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.9,56,0,0,2014,63,3.5,0,0,0.631147540983607
"584",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,64.7,0.02,0,2014,67.5,7.3,0,1,0.439890710382514
"585",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,62.4,0.01,27,2014,71,8.8,0,1,0.658469945355191
"586",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.1,53.4,0.03,22,2014,67.2,10.8,0,0,0.693989071038251
"587",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.9,51.2,0,0,2014,60.1,6.3,0,0,0.363387978142077
"588",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,65.6,0,18.1,2014,69.1,9,0,0,0.322404371584699
"589",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,19,69.2,0.14,25.1,2014,71.5,9.3,0,0,0.040983606557377
"590",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9.9,69.4,0.01,0,2014,71.1,6.8,0,1,0.882513661202186
"591",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14,65.1,0,22,2014,74,9.7,0,1,0.554644808743169
"592",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,60.8,0,0,2014,69.4,5.2,0,0,0.956284153005464
"593",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,13,67.2,0.01,0,2014,70.3,7.5,0,1,0.737704918032787
"594",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,15,69.9,0.01,18.1,2014,72,10.7,0,1,0.480874316939891
"595",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,62.9,0,24.1,2014,70.1,11,0,0,0.273224043715847
"596",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,15.9,55.3,0.01,21,2014,63.6,7.8,0,0,0.603825136612022
"597",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15,56.5,0,22.9,2014,64.6,10.9,0,0,0.587431693989071
"598",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17.1,61.2,0,22,2014,66.2,11.3,0,0,0.658469945355191
"599",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,60.3,0,0,2014,64.4,6.4,0,0,0.66120218579235
"600",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.1,58.8,0,22,2014,67.1,11.4,0,0,0.96448087431694
"601",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,15,53.2,0,21,2014,59.9,7.6,0,0,0.494535519125683
"602",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,17.1,54.3,0.04,24.1,2014,62.2,9.6,0,0,0.412568306010929
"603",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8,47.6,0,0,2014,57.5,3.6,0,0,0.636612021857924
