"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Autumn","Spring","Summer","Winter","mxpsd","dewp","prcp","gust","year","temp","wdsp","NUM_COLLISIONS"
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,30.3,0.01,22.9,2013,41.7,9.4,0.166204986149584
"84",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,34.5,0.02,25.1,2013,42.5,12.5,0.465373961218837
"85",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,34.3,0.02,20,2013,45.2,8.9,0.385041551246537
"86",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,35.1,0.02,17.1,2013,44.5,7,0.365650969529086
"87",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,38.1,0,999.9,2013,43,7.1,0.124653739612188
"88",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,42.9,0.18,34,2013,47,16.3,0.271468144044321
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22.9,18.8,0.02,33,2013,39.6,17.2,0.155124653739612
"90",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.1,15.7,0,34,2013,42.6,17,0.418282548476454
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,18.8,0,28,2013,39,14,0.512465373961219
"92",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.1,38.5,0.01,22,2013,42.9,8,0.556786703601108
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,22,0.33,28.9,2013,40.2,12.5,0.415512465373961
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.1,28.6,0,999.9,2013,39.7,9.2,0.193905817174515
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,41.6,0,999.9,2013,50,9.4,0.556786703601108
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,43.4,0,28,2013,49.4,10.7,0.642659279778393
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,42,0.12,17.1,2013,46.5,8.8,0.551246537396122
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,41,0.06,26,2013,46.2,10,0.376731301939058
"99",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26,35.7,0.01,35.9,2013,43.6,13.8,0.742382271468144
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22.9,39.7,1.44,33,2013,44.4,12.9,0.481994459833795
"101",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,38.4,0.09,999.9,2013,46.1,7.7,0.25207756232687
"102",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.1,34.2,0,999.9,2013,46.1,8.1,0.614958448753463
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15.9,40.5,0,999.9,2013,46,9.3,0.506925207756233
"104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17.1,42.7,0.03,22.9,2013,52.1,11,0.426592797783933
"105",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.1,37.3,0,24.1,2013,46.5,8.8,0.476454293628809
"106",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,49.4,0,29.9,2013,52.6,12.5,0.523545706371191
"107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25.1,49.6,0.62,39,2013,52.7,15.2,0.418282548476454
"108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.9,28.5,0.24,22,2013,45.1,11.7,0.249307479224377
